"Timestamp","Titles","Ratings","Cost"
2024-10-30 20:42:41.559165,"Apple iPhone 16 Pro Max (256 GB) - Desert Titanium","4.6 out of 5 stars","79,900"
2024-10-30 20:42:41.559165,"Apple iPhone 15 Plus (128 GB) - Black","4 Stars & Up","53,999"
2024-10-30 20:43:27.441953,"Life is easier on iPhone.","4.5 out of 5 stars","42,999."
2024-10-30 20:43:27.441953,"Apple iPhone 14 (128 GB) - Purple","4.5 out of 5 stars","42,999."
2024-10-30 20:43:27.441953,"Apple iPhone 13 (256GB) - Blue","4.5 out of 5 stars","42,999."
2024-10-30 20:43:27.441953,"Apple iPhone 13 (128GB) - Starlight","4.5 out of 5 stars","59,900"
2024-10-30 20:43:27.441953,"Apple iPhone 13 (128GB) - Midnight","4.5 out of 5 stars","53,999"
2024-10-30 20:43:27.441953,"Apple iPhone 13 (128GB) - Pink","4.5 out of 5 stars","42,999"
2024-10-30 20:43:27.441953,"Apple iPhone 13 (128GB) - Blue","4.5 out of 5 stars","42,999"
2024-10-30 20:43:27.441953,"Apple iPhone 13 (128GB) - Green","4.5 out of 5 stars","42,999"
2024-10-30 20:43:27.441953,"Apple iPhone 13 (128GB) - (Product) RED","4.5 out of 5 stars","42,999"
2024-10-30 20:43:27.441953,"Apple iPhone 15 (128 GB) - Blue","3.6 out of 5 stars","42,999"
2024-10-30 20:43:27.441953,"Apple iPhone 16 Pro (256 GB) - Natural Titanium","4.5 out of 5 stars","42,999"
2024-10-30 20:43:27.441953,"Apple iPhone 15 (128 GB) - Black","4.5 out of 5 stars","66,900"
2024-10-30 20:43:27.441953,"Apple iPhone 13 (256GB) - Starlight","4.5 out of 5 stars","1,29,900"
2024-10-30 20:43:27.441953,"Apple iPhone 13 (256GB) - Pink","4.5 out of 5 stars","66,900"
2024-10-30 20:43:27.441953,"Apple iPhone 16 (128 GB) - Black","4.5 out of 5 stars","53,999"
2024-10-30 20:43:27.441953,"Apple iPhone 16 (128 GB) - Ultramarine","4.5 out of 5 stars","53,999"
2024-10-30 20:43:27.441953,"Apple iPhone 16 (128 GB) - Teal","4.0 out of 5 stars","79,900"
2024-10-30 20:43:27.441953,"Apple iPhone 16 Pro Max (256 GB) - Desert Titanium","4.5 out of 5 stars","79,900"
2024-10-30 20:43:27.441953,"Apple iPhone 14 (128 GB) - Blue","4 Stars & Up","79,900"
2024-10-30 20:46:30.846018,"Life is easier on iPhone.","4.5 out of 5 stars","42,999"
2024-10-30 20:46:30.846018,"Apple iPhone 15 (128 GB) - Black","4.5 out of 5 stars","42,999"
2024-10-30 20:46:30.846018,"Apple iPhone 16 (256 GB) - Teal","4.5 out of 5 stars","42,999"
2024-10-30 20:46:30.846018,"Apple iPhone 13 (128GB) - Starlight","4.5 out of 5 stars","66,900"
2024-10-30 20:46:30.846018,"Apple iPhone 13 (128GB) - Midnight","4.5 out of 5 stars","89,900"
2024-10-30 20:46:30.846018,"Apple iPhone 13 (128GB) - Pink","4.5 out of 5 stars","42,999"
2024-10-30 20:46:30.846018,"Apple iPhone 13 (128GB) - Blue","4.5 out of 5 stars","42,999"
2024-10-30 20:46:30.846018,"Apple iPhone 13 (128GB) - Green","4.5 out of 5 stars","42,999"
2024-10-30 20:46:30.846018,"Apple iPhone 13 (128GB) - (Product) RED","4.5 out of 5 stars","42,999"
2024-10-30 20:46:30.846018,"Apple iPhone 15 (128 GB) - Blue","3.6 out of 5 stars","42,999"
2024-10-30 20:46:30.846018,"Apple iPhone 16 Pro (256 GB) - Natural Titanium","4.5 out of 5 stars","42,999"
2024-10-30 20:46:30.846018,"Apple iPhone 15 (128 GB) - Black","4.5 out of 5 stars","66,900"
2024-10-30 20:46:30.846018,"Apple iPhone 13 (256GB) - Starlight","4.5 out of 5 stars","1,29,900"
2024-10-30 20:46:30.846018,"Apple iPhone 13 (256GB) - Pink","4.5 out of 5 stars","66,900"
2024-10-30 20:46:30.846018,"Apple iPhone 16 (128 GB) - Black","4.5 out of 5 stars","53,999"
2024-10-30 20:46:30.846018,"Apple iPhone 16 (128 GB) - Ultramarine","4.5 out of 5 stars","53,999"
2024-10-30 20:46:30.846018,"Apple iPhone 16 (128 GB) - Teal","4.0 out of 5 stars","79,900"
2024-10-30 20:46:30.846018,"Apple iPhone 16 Pro Max (256 GB) - Desert Titanium","4.5 out of 5 stars","79,900"
2024-10-30 20:46:30.846018,"Apple iPhone 14 (128 GB) - Blue","4 Stars & Up","79,900"
2024-10-30 20:50:27.753183,"Life is easier on iPhone.","4.5 out of 5 stars","42,999"
2024-10-30 20:50:27.753183,"Apple iPhone 15 (128 GB) - Black","4.5 out of 5 stars","42,999"
2024-10-30 20:50:27.753183,"Apple iPhone 13 (128GB) - Pink","4.5 out of 5 stars","42,999"
2024-10-30 20:50:27.753183,"Apple iPhone 13 (128GB) - Midnight","4.5 out of 5 stars","66,900"
2024-10-30 20:50:27.753183,"Apple iPhone 13 (128GB) - Starlight","4.5 out of 5 stars","42,999"
2024-10-30 20:50:27.753183,"Apple iPhone 13 (128GB) - Pink","4.5 out of 5 stars","42,999"
2024-10-30 20:50:27.753183,"Apple iPhone 13 (128GB) - Green","4.5 out of 5 stars","42,999"
2024-10-30 20:50:27.753183,"Apple iPhone 13 (128GB) - Blue","4.5 out of 5 stars","42,999"
2024-10-30 20:50:27.753183,"Apple iPhone 13 (128GB) - (Product) RED","4.5 out of 5 stars","42,999"
2024-10-30 20:50:27.753183,"Apple iPhone 15 (128 GB) - Black","4.5 out of 5 stars","42,999"
2024-10-30 20:50:27.753183,"Apple iPhone 15 (128 GB) - Blue","3.6 out of 5 stars","42,999"
2024-10-30 20:50:27.753183,"Apple iPhone 16 Pro (256 GB) - Natural Titanium","4.5 out of 5 stars","66,900"
2024-10-30 20:50:27.753183,"Apple iPhone 13 (256GB) - Pink","4.5 out of 5 stars","66,900"
2024-10-30 20:50:27.753183,"Apple iPhone 16 (128 GB) - Black","4.5 out of 5 stars","1,29,900"
2024-10-30 20:50:27.753183,"Apple iPhone 13 (256GB) - Blue","4.6 out of 5 stars","53,999"
2024-10-30 20:50:27.753183,"Apple iPhone 15 Plus (128 GB) - Black","4.5 out of 5 stars","79,900"
2024-10-30 20:50:27.753183,"Apple iPhone 16 (128 GB) - Teal","4.0 out of 5 stars","53,999"
2024-10-30 20:50:27.753183,"Apple iPhone 16 Pro Max (256 GB) - Desert Titanium","4.5 out of 5 stars","73,900"
2024-10-30 20:50:27.753183,"Apple iPhone 13 (256GB) - Starlight","4 Stars & Up","79,900"
2024-10-30 20:57:52.238937,"Life is easier on iPhone.","4.5 out of 5 stars","42,999."
2024-10-30 20:57:52.238937,"Apple iPhone 15 (128 GB) - Black","4.5 out of 5 stars","42,999."
2024-10-30 20:57:52.238937,"Apple iPhone 16 (256 GB) - Teal","4.5 out of 5 stars","42,999."
2024-10-30 20:57:52.238937,"Apple iPhone 13 (128GB) - Midnight","4.5 out of 5 stars","66,900"
2024-10-30 20:57:52.238937,"Apple iPhone 13 (128GB) - Starlight","4.5 out of 5 stars","89,900"
2024-10-30 20:57:52.238937,"Apple iPhone 13 (128GB) - Pink","4.5 out of 5 stars","42,999"
2024-10-30 20:57:52.238937,"Apple iPhone 13 (128GB) - Green","4.5 out of 5 stars","42,999"
2024-10-30 20:57:52.238937,"Apple iPhone 13 (128GB) - Blue","4.5 out of 5 stars","42,999"
2024-10-30 20:57:52.238937,"Apple iPhone 13 (128GB) - (Product) RED","4.5 out of 5 stars","42,999"
2024-10-30 20:57:52.238937,"Apple iPhone 15 (128 GB) - Black","4.5 out of 5 stars","42,999"
2024-10-30 20:57:52.238937,"Apple iPhone 15 (128 GB) - Blue","3.6 out of 5 stars","42,999"
2024-10-30 20:57:52.238937,"Apple iPhone 16 Pro (256 GB) - Natural Titanium","4.5 out of 5 stars","66,900"
2024-10-30 20:57:52.238937,"Apple iPhone 13 (256GB) - Pink","4.5 out of 5 stars","66,900"
2024-10-30 20:57:52.238937,"Apple iPhone 13 (256GB) - Blue","4.5 out of 5 stars","1,29,900"
2024-10-30 20:57:52.238937,"Apple iPhone 16 (128 GB) - Black","4.5 out of 5 stars","53,999"
2024-10-30 20:57:52.238937,"Apple iPhone 16 (128 GB) - Teal","4.5 out of 5 stars","53,999"
2024-10-30 20:57:52.238937,"Apple iPhone 13 (256GB) - Starlight","4.0 out of 5 stars","79,900"
2024-10-30 20:57:52.238937,"Apple iPhone 16 Pro Max (256 GB) - Desert Titanium","4.6 out of 5 stars","79,900"
2024-10-30 20:57:52.238937,"Apple iPhone 15 Plus (128 GB) - Black","4 Stars & Up","53,999"
2024-10-30 21:00:50.563322,"Life is easier on iPhone.","4.5 out of 5 stars","42,999"
2024-10-30 21:00:50.563322,"Apple iPhone 16 (256 GB) - Teal","4.5 out of 5 stars","42,999"
2024-10-30 21:00:50.563322,"Apple iPhone 15 (128 GB) - Yellow","4.5 out of 5 stars","42,999"
2024-10-30 21:00:50.563322,"Apple iPhone 13 (128GB) - Midnight","4.5 out of 5 stars","89,900"
2024-10-30 21:00:50.563322,"Apple iPhone 13 (128GB) - Starlight","4.5 out of 5 stars","69,900"
2024-10-30 21:00:50.563322,"Apple iPhone 13 (128GB) - Pink","4.5 out of 5 stars","42,999"
2024-10-30 21:00:50.563322,"Apple iPhone 13 (128GB) - Green","4.5 out of 5 stars","42,999"
2024-10-30 21:00:50.563322,"Apple iPhone 13 (128GB) - Blue","4.5 out of 5 stars","42,999"
2024-10-30 21:00:50.563322,"Apple iPhone 13 (128GB) - (Product) RED","4.5 out of 5 stars","42,999"
2024-10-30 21:00:50.563322,"Apple iPhone 15 (128 GB) - Black","4.5 out of 5 stars","42,999"
2024-10-30 21:00:50.563322,"Apple iPhone 15 (128 GB) - Blue","3.6 out of 5 stars","42,999"
2024-10-30 21:00:50.563322,"Apple iPhone 16 Pro (256 GB) - Natural Titanium","4.5 out of 5 stars","66,900"
2024-10-30 21:00:50.563322,"Apple iPhone 13 (256GB) - Pink","4.5 out of 5 stars","66,900"
2024-10-30 21:00:50.563322,"Apple iPhone 13 (256GB) - Blue","4.5 out of 5 stars","1,29,900"
2024-10-30 21:00:50.563322,"Apple iPhone 16 (128 GB) - Black","4.5 out of 5 stars","53,999"
2024-10-30 21:00:50.563322,"Apple iPhone 13 (256GB) - Starlight","4.5 out of 5 stars","53,999"
2024-10-30 21:00:50.563322,"Apple iPhone 16 (128 GB) - Teal","4.0 out of 5 stars","79,900"
2024-10-30 21:00:50.563322,"Apple iPhone 16 Pro Max (256 GB) - Desert Titanium","4.6 out of 5 stars","53,999"
2024-10-30 21:00:50.563322,"Apple iPhone 15 Plus (128 GB) - Black","4 Stars & Up","79,900"
